"No.","Time","Source","Destination","Protocol","Length","Info"
"15","2021-07-01 14:26:52.857546","192.168.0.102","54.194.172.28","TCP","66","47676  >  443 [ACK] Seq=1 Ack=1 Win=1002 Len=0 TSval=3620361880 TSecr=2039160337"
"16","2021-07-01 14:26:52.876921","54.194.172.28","192.168.0.102","TCP","66","[TCP ACKed unseen segment] 443  >  47676 [ACK] Seq=1 Ack=2 Win=130 Len=0 TSval=2039191058 TSecr=3620300772"
"17","2021-07-01 14:26:54.731589","192.168.0.102","34.250.197.2","TLSv1.2","97","[TCP Previous segment not captured] , Application Data"
"18","2021-07-01 14:26:54.750831","34.250.197.2","192.168.0.102","TLSv1.2","97","[TCP ACKed unseen segment] , Application Data"
"19","2021-07-01 14:26:54.751377","192.168.0.102","34.250.197.2","TCP","66","40452  >  443 [ACK] Seq=33 Ack=32 Win=1002 Len=0 TSval=3638343715 TSecr=4190648936"
"20","2021-07-01 14:26:59.997589","192.168.0.102","54.194.172.28","TCP","66","[TCP Keep-Alive] 47670  >  443 [ACK] Seq=32 Ack=32 Win=1002 Len=0 TSval=3620369020 TSecr=2039183178"
"21","2021-07-01 14:27:00.016552","54.194.172.28","192.168.0.102","TCP","66","[TCP Keep-Alive ACK] 443  >  47670 [ACK] Seq=32 Ack=33 Win=120 Len=0 TSval=2039198198 TSecr=3620354060"
"22","2021-07-01 14:27:01.159345","192.168.0.102","54.194.172.28","TLSv1.2","1475","[TCP Previous segment not captured] , Application Data"
"23","2021-07-01 14:27:01.178947","54.194.172.28","192.168.0.102","TCP","66","[TCP ACKed unseen segment] 443  >  47678 [ACK] Seq=1 Ack=1411 Win=161 Len=0 TSval=2039199361 TSecr=3620370181"
"24","2021-07-01 14:27:01.308300","54.194.172.28","192.168.0.102","TCP","1506","443  >  47678 [ACK] Seq=1 Ack=1411 Win=161 Len=1440 TSval=2039199490 TSecr=3620370181 [TCP segment of a reassembled PDU]"
"25","2021-07-01 14:27:01.308333","54.194.172.28","192.168.0.102","TLSv1.2","773","Application Data"
"26","2021-07-01 14:27:01.309643","192.168.0.102","54.194.172.28","TCP","66","47678  >  443 [ACK] Seq=1411 Ack=1441 Win=1002 Len=0 TSval=3620370333 TSecr=2039199490"
"27","2021-07-01 14:27:01.310093","192.168.0.102","54.194.172.28","TCP","66","47678  >  443 [ACK] Seq=1411 Ack=2148 Win=995 Len=0 TSval=3620370333 TSecr=2039199490"
"28","2021-07-01 14:27:01.489728","192.168.0.102","54.194.172.28","TLSv1.2","245","Application Data"
"29","2021-07-01 14:27:01.514180","54.194.172.28","192.168.0.102","TLSv1.2","99","Application Data"
"30","2021-07-01 14:27:01.514579","192.168.0.102","54.194.172.28","TCP","66","47670  >  443 [ACK] Seq=212 Ack=65 Win=1002 Len=0 TSval=3620370537 TSecr=2039199695"
"31","2021-07-01 14:27:01.534656","192.168.0.102","54.194.172.28","TLSv1.2","296","Application Data"
"32","2021-07-01 14:27:01.553680","54.194.172.28","192.168.0.102","TCP","66","443  >  47678 [ACK] Seq=2148 Ack=1641 Win=172 Len=0 TSval=2039199736 TSecr=3620370557"
"33","2021-07-01 14:27:01.554493","54.194.172.28","192.168.0.102","TLSv1.2","319","Application Data"
"34","2021-07-01 14:27:01.555035","192.168.0.102","54.194.172.28","TCP","66","47670  >  443 [ACK] Seq=212 Ack=318 Win=1002 Len=0 TSval=3620370578 TSecr=2039199736"
"35","2021-07-01 14:27:01.585949","192.168.0.102","54.194.172.28","TLSv1.2","99","Application Data"
"36","2021-07-01 14:27:01.627105","54.194.172.28","192.168.0.102","TLSv1.2","772","Application Data"
"37","2021-07-01 14:27:01.627906","192.168.0.102","54.194.172.28","TCP","66","47678  >  443 [ACK] Seq=1641 Ack=2854 Win=1002 Len=0 TSval=3620370651 TSecr=2039199809"
"38","2021-07-01 14:27:01.649224","54.194.172.28","192.168.0.102","TCP","66","443  >  47670 [ACK] Seq=318 Ack=245 Win=130 Len=0 TSval=2039199831 TSecr=3620370609"
"39","2021-07-01 14:27:09.753348","192.168.0.102","34.250.197.2","TCP","66","[TCP Keep-Alive] 40452  >  443 [ACK] Seq=32 Ack=32 Win=1002 Len=0 TSval=3638358717 TSecr=4190648936"
"40","2021-07-01 14:27:09.772104","34.250.197.2","192.168.0.102","TCP","66","[TCP Keep-Alive ACK] 443  >  40452 [ACK] Seq=32 Ack=33 Win=120 Len=0 TSval=4190663957 TSecr=3638343715"
"41","2021-07-01 14:27:13.211878","192.168.0.102","216.239.35.12","NTP","90","NTP Version 4, client"
"42","2021-07-01 14:27:13.230952","216.239.35.12","192.168.0.102","NTP","90","NTP Version 4, server"
"43","2021-07-01 14:27:15.385265","192.168.0.102","34.248.64.119","TCP","66","[TCP Dup ACK 4#1] 42808  >  443 [ACK] Seq=1 Ack=1 Win=1002 Len=0 TSval=3044498386 TSecr=1878653551"
"44","2021-07-01 14:27:15.404364","34.248.64.119","192.168.0.102","TCP","66","[TCP Dup ACK 7#1] 443  >  42808 [ACK] Seq=1 Ack=2 Win=140 Len=0 TSval=1878684271 TSecr=3044437331"
"45","2021-07-01 14:27:15.642984","192.168.0.102","192.168.0.1","DNS","83","Standard query 0xb493 A v1.hubreg.bgchprod.info"
"46","2021-07-01 14:27:15.658161","192.168.0.1","192.168.0.102","DNS","177","Standard query response 0xb493 A v1.hubreg.bgchprod.info CNAME hubreg-hrs-1-0-b563-64575ac3b4601dc5.elb.eu-west-1.amazonaws.com A 34.246.79.212"
"47","2021-07-01 14:27:15.691280","192.168.0.102","34.246.79.212","TCP","74","45620  >  443 [SYN] Seq=0 Win=65340 Len=0 MSS=1452 SACK_PERM TSval=2046571803 TSecr=0 WS=64"
"48","2021-07-01 14:27:15.711744","34.246.79.212","192.168.0.102","TCP","74","443  >  45620 [SYN, ACK] Seq=0 Ack=1 Win=62643 Len=0 MSS=1452 SACK_PERM TSval=2124530197 TSecr=2046571803 WS=128"
"49","2021-07-01 14:27:15.712241","192.168.0.102","34.246.79.212","TCP","66","45620  >  443 [ACK] Seq=1 Ack=1 Win=65344 Len=0 TSval=2046571824 TSecr=2124530197"
"50","2021-07-01 14:27:15.902368","192.168.0.102","34.246.79.212","TLSv1.2","288","Client Hello"
"51","2021-07-01 14:27:15.922782","34.246.79.212","192.168.0.102","TCP","66","443  >  45620 [ACK] Seq=1 Ack=223 Win=62464 Len=0 TSval=2124530407 TSecr=2046572014"
"52","2021-07-01 14:27:15.927595","34.246.79.212","192.168.0.102","TCP","1506","443  >  45620 [ACK] Seq=1 Ack=223 Win=62464 Len=1440 TSval=2124530412 TSecr=2046572014 [TCP segment of a reassembled PDU]"
"53","2021-07-01 14:27:15.927744","34.246.79.212","192.168.0.102","TCP","1506","443  >  45620 [PSH, ACK] Seq=1441 Ack=223 Win=62464 Len=1440 TSval=2124530412 TSecr=2046572014 [TCP segment of a reassembled PDU]"
"54","2021-07-01 14:27:15.928011","34.246.79.212","192.168.0.102","TCP","1506","443  >  45620 [ACK] Seq=2881 Ack=223 Win=62464 Len=1440 TSval=2124530412 TSecr=2046572014 [TCP segment of a reassembled PDU]"
"55","2021-07-01 14:27:15.928013","34.246.79.212","192.168.0.102","TLSv1.2","262","Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"
"56","2021-07-01 14:27:15.929183","192.168.0.102","34.246.79.212","TCP","66","45620  >  443 [ACK] Seq=223 Ack=1441 Win=64128 Len=0 TSval=2046572041 TSecr=2124530412"
"57","2021-07-01 14:27:15.930178","192.168.0.102","34.246.79.212","TCP","66","45620  >  443 [ACK] Seq=223 Ack=2881 Win=64128 Len=0 TSval=2046572043 TSecr=2124530412"
"58","2021-07-01 14:27:15.931406","192.168.0.102","34.246.79.212","TCP","66","45620  >  443 [ACK] Seq=223 Ack=4321 Win=64128 Len=0 TSval=2046572044 TSecr=2124530412"
"59","2021-07-01 14:27:15.931569","192.168.0.102","34.246.79.212","TCP","66","45620  >  443 [ACK] Seq=223 Ack=4517 Win=63936 Len=0 TSval=2046572044 TSecr=2124530412"
"60","2021-07-01 14:27:16.665511","192.168.0.102","54.194.172.28","TCP","66","[TCP Keep-Alive] 47670  >  443 [ACK] Seq=244 Ack=318 Win=1002 Len=0 TSval=3620385689 TSecr=2039199831"
"61","2021-07-01 14:27:16.684830","54.194.172.28","192.168.0.102","TCP","66","[TCP Keep-Alive ACK] 443  >  47670 [ACK] Seq=318 Ack=245 Win=130 Len=0 TSval=2039214866 TSecr=3620370609"
"62","2021-07-01 14:27:21.757080","192.168.0.102","54.194.172.28","TLSv1.2","97","[TCP Previous segment not captured] , Encrypted Alert"
"63","2021-07-01 14:27:21.760928","192.168.0.102","54.194.172.28","TCP","66","47676  >  443 [FIN, ACK] Seq=33 Ack=1 Win=1002 Len=0 TSval=3620390784 TSecr=2039191058"
"64","2021-07-01 14:27:21.777645","54.194.172.28","192.168.0.102","TLSv1.2","97","[TCP ACKed unseen segment] , Encrypted Alert"
"65","2021-07-01 14:27:21.778238","192.168.0.102","54.194.172.28","TCP","64","47676  >  443 [RST] Seq=33 Win=0 Len=0"
"66","2021-07-01 14:27:21.781754","54.194.172.28","192.168.0.102","TCP","66","443  >  47676 [FIN, ACK] Seq=32 Ack=34 Win=130 Len=0 TSval=2039219963 TSecr=3620390784"
"67","2021-07-01 14:27:21.782146","192.168.0.102","54.194.172.28","TCP","64","47676  >  443 [RST] Seq=34 Win=0 Len=0"
"68","2021-07-01 14:27:23.089915","192.168.0.102","34.246.79.212","TLSv1.2","803","Certificate, Client Key Exchange"
"69","2021-07-01 14:27:23.109986","34.246.79.212","192.168.0.102","TCP","66","443  >  45620 [ACK] Seq=4517 Ack=960 Win=61824 Len=0 TSval=2124537595 TSecr=2046579202"
"70","2021-07-01 14:27:24.617252","192.168.0.102","34.246.79.212","TLSv1.2","207","Certificate Verify"
"71","2021-07-01 14:27:24.626367","192.168.0.102","34.246.79.212","TLSv1.2","72","Change Cipher Spec"
"72","2021-07-01 14:27:24.637219","34.246.79.212","192.168.0.102","TCP","66","443  >  45620 [ACK] Seq=4517 Ack=1101 Win=61696 Len=0 TSval=2124539122 TSecr=2046580730"
"73","2021-07-01 14:27:24.646216","34.246.79.212","192.168.0.102","TCP","66","443  >  45620 [ACK] Seq=4517 Ack=1107 Win=61696 Len=0 TSval=2124539131 TSecr=2046580739"
"74","2021-07-01 14:27:24.733228","192.168.0.102","34.250.197.2","TLSv1.2","97","Application Data"
"75","2021-07-01 14:27:24.752982","34.250.197.2","192.168.0.102","TLSv1.2","97","Application Data"
"76","2021-07-01 14:27:24.753754","192.168.0.102","34.250.197.2","TCP","66","40452  >  443 [ACK] Seq=64 Ack=63 Win=1002 Len=0 TSval=3638373718 TSecr=4190678939"
"77","2021-07-01 14:27:26.840850","192.168.0.102","34.246.79.212","TLSv1.2","111","Encrypted Handshake Message"
"78","2021-07-01 14:27:26.860543","34.246.79.212","192.168.0.102","TCP","66","443  >  45620 [ACK] Seq=4517 Ack=1152 Win=61696 Len=0 TSval=2124541346 TSecr=2046582953"
"79","2021-07-01 14:27:26.860574","34.246.79.212","192.168.0.102","TLSv1.2","72","Change Cipher Spec"
"80","2021-07-01 14:27:26.860587","34.246.79.212","192.168.0.102","TLSv1.2","111","Encrypted Handshake Message"
"81","2021-07-01 14:27:26.861088","192.168.0.102","34.246.79.212","TCP","66","45620  >  443 [ACK] Seq=1152 Ack=4523 Win=64128 Len=0 TSval=2046582974 TSecr=2124541346"
"82","2021-07-01 14:27:26.861313","192.168.0.102","34.246.79.212","TCP","66","45620  >  443 [ACK] Seq=1152 Ack=4568 Win=64128 Len=0 TSval=2046582974 TSecr=2124541346"
"83","2021-07-01 14:27:27.270496","192.168.0.102","34.246.79.212","TCP","1506","45620  >  443 [ACK] Seq=1152 Ack=4568 Win=64128 Len=1440 TSval=2046583382 TSecr=2124541346 [TCP segment of a reassembled PDU]"
"84","2021-07-01 14:27:27.270793","192.168.0.102","34.246.79.212","TLSv1.2","461","Application Data"
"85","2021-07-01 14:27:27.291291","34.246.79.212","192.168.0.102","TCP","66","443  >  45620 [ACK] Seq=4568 Ack=2987 Win=59904 Len=0 TSval=2124541776 TSecr=2046583382"
"86","2021-07-01 14:27:27.423938","34.246.79.212","192.168.0.102","TLSv1.2","618","Application Data"
"87","2021-07-01 14:27:27.424025","34.246.79.212","192.168.0.102","TLSv1.2","102","Application Data"
"88","2021-07-01 14:27:27.424704","192.168.0.102","34.246.79.212","TCP","66","45620  >  443 [ACK] Seq=2987 Ack=5120 Win=64128 Len=0 TSval=2046583537 TSecr=2124541909"
"89","2021-07-01 14:27:27.424836","192.168.0.102","34.246.79.212","TCP","66","45620  >  443 [ACK] Seq=2987 Ack=5156 Win=64128 Len=0 TSval=2046583537 TSecr=2124541909"
"90","2021-07-01 14:27:31.600315","192.168.0.102","34.246.79.212","TCP","66","45620  >  443 [FIN, ACK] Seq=2987 Ack=5156 Win=64128 Len=0 TSval=2046587713 TSecr=2124541909"
"91","2021-07-01 14:27:31.620803","34.246.79.212","192.168.0.102","TCP","66","[TCP Previous segment not captured] 443  >  45620 [FIN, ACK] Seq=5187 Ack=2988 Win=59904 Len=0 TSval=2124546106 TSecr=2046587713"
"92","2021-07-01 14:27:31.620840","34.246.79.212","192.168.0.102","TCP","97","[TCP Out-Of-Order] 443  >  45620 [PSH, ACK] Seq=5156 Ack=2988 Win=59904 Len=31 TSval=2124546106 TSecr=2046587713"
"93","2021-07-01 14:27:31.621391","192.168.0.102","34.246.79.212","TCP","64","45620  >  443 [RST] Seq=2988 Win=0 Len=0"
"94","2021-07-01 14:27:31.621562","192.168.0.102","34.246.79.212","TCP","64","45620  >  443 [RST] Seq=2988 Win=0 Len=0"
"95","2021-07-01 14:27:31.770267","192.168.0.102","54.194.172.28","TCP","66","[TCP Keep-Alive] 47678  >  443 [ACK] Seq=1640 Ack=2854 Win=1002 Len=0 TSval=3620400794 TSecr=2039199809"
"96","2021-07-01 14:27:31.770349","192.168.0.102","54.194.172.28","TCP","66","[TCP Keep-Alive] 47670  >  443 [ACK] Seq=244 Ack=318 Win=1002 Len=0 TSval=3620400794 TSecr=2039214866"
"97","2021-07-01 14:27:31.789155","54.194.172.28","192.168.0.102","TCP","66","[TCP Keep-Alive ACK] 443  >  47678 [ACK] Seq=2854 Ack=1641 Win=172 Len=0 TSval=2039229972 TSecr=3620370651"
"98","2021-07-01 14:27:31.789617","54.194.172.28","192.168.0.102","TCP","66","[TCP Keep-Alive ACK] 443  >  47670 [ACK] Seq=318 Ack=245 Win=130 Len=0 TSval=2039229971 TSecr=3620370609"
"99","2021-07-01 14:27:33.716600","192.168.0.102","54.194.172.28","TLSv1.2","1493","Application Data"
"100","2021-07-01 14:27:33.736207","54.194.172.28","192.168.0.102","TCP","66","443  >  47678 [ACK] Seq=2854 Ack=3068 Win=183 Len=0 TSval=2039231918 TSecr=3620402739"
"101","2021-07-01 14:27:33.843518","54.194.172.28","192.168.0.102","TCP","1506","443  >  47678 [ACK] Seq=2854 Ack=3068 Win=183 Len=1440 TSval=2039232024 TSecr=3620402739 [TCP segment of a reassembled PDU]"
"102","2021-07-01 14:27:33.843545","54.194.172.28","192.168.0.102","TLSv1.2","789","Application Data"
"103","2021-07-01 14:27:33.844111","192.168.0.102","54.194.172.28","TCP","66","47678  >  443 [ACK] Seq=3068 Ack=4294 Win=1002 Len=0 TSval=3620402868 TSecr=2039232024"
"104","2021-07-01 14:27:33.844568","192.168.0.102","54.194.172.28","TCP","66","47678  >  443 [ACK] Seq=3068 Ack=5017 Win=995 Len=0 TSval=3620402868 TSecr=2039232024"
"105","2021-07-01 14:27:34.019526","192.168.0.102","54.194.172.28","TLSv1.2","245","Application Data"
"106","2021-07-01 14:27:34.039085","54.194.172.28","192.168.0.102","TCP","66","443  >  47670 [ACK] Seq=318 Ack=424 Win=140 Len=0 TSval=2039232220 TSecr=3620403043"
"107","2021-07-01 14:27:34.043593","54.194.172.28","192.168.0.102","TLSv1.2","99","Application Data"
"108","2021-07-01 14:27:34.072182","192.168.0.102","54.194.172.28","TLSv1.2","245","Application Data"
"109","2021-07-01 14:27:34.097646","54.194.172.28","192.168.0.102","TLSv1.2","99","Application Data"
"110","2021-07-01 14:27:34.138354","192.168.0.102","54.194.172.28","TCP","66","47670  >  443 [ACK] Seq=603 Ack=384 Win=1002 Len=0 TSval=3620403162 TSecr=2039232279"
"111","2021-07-01 14:27:39.962713","192.168.0.102","34.250.197.2","TCP","66","[TCP Keep-Alive] 40452  >  443 [ACK] Seq=63 Ack=63 Win=1002 Len=0 TSval=3638388927 TSecr=4190678939"
"112","2021-07-01 14:27:39.981016","34.250.197.2","192.168.0.102","TCP","66","[TCP Keep-Alive ACK] 443  >  40452 [ACK] Seq=63 Ack=64 Win=120 Len=0 TSval=4190694167 TSecr=3638373718"
"113","2021-07-01 14:27:44.300041","192.168.0.102","34.248.64.119","TLSv1.2","97","[TCP Previous segment not captured] , Encrypted Alert"
"114","2021-07-01 14:27:44.303535","192.168.0.102","34.248.64.119","TCP","66","42808  >  443 [FIN, ACK] Seq=33 Ack=1 Win=1002 Len=0 TSval=3044527305 TSecr=1878684271"
"115","2021-07-01 14:27:44.318999","34.248.64.119","192.168.0.102","TCP","66","[TCP ACKed unseen segment] 443  >  42808 [ACK] Seq=1 Ack=33 Win=140 Len=0 TSval=1878713186 TSecr=3044527302"
"116","2021-07-01 14:27:44.319908","34.248.64.119","192.168.0.102","TLSv1.2","97","Encrypted Alert"
"117","2021-07-01 14:27:44.320376","192.168.0.102","34.248.64.119","TCP","64","42808  >  443 [RST] Seq=33 Win=0 Len=0"
"118","2021-07-01 14:27:44.324127","34.248.64.119","192.168.0.102","TCP","66","443  >  42808 [FIN, ACK] Seq=32 Ack=34 Win=140 Len=0 TSval=1878713191 TSecr=3044527305"
"119","2021-07-01 14:27:44.324621","192.168.0.102","34.248.64.119","TCP","64","42808  >  443 [RST] Seq=34 Win=0 Len=0"
"120","2021-07-01 14:27:49.179018","192.168.0.102","54.194.172.28","TCP","66","[TCP Keep-Alive] 47670  >  443 [ACK] Seq=602 Ack=384 Win=1002 Len=0 TSval=3620418203 TSecr=2039232279"
"121","2021-07-01 14:27:49.198152","54.194.172.28","192.168.0.102","TCP","66","[TCP Keep-Alive ACK] 443  >  47670 [ACK] Seq=384 Ack=603 Win=150 Len=0 TSval=2039247379 TSecr=3620403162"
"122","2021-07-01 14:27:55.067010","192.168.0.102","34.250.197.2","TCP","66","[TCP Keep-Alive] 40452  >  443 [ACK] Seq=63 Ack=63 Win=1002 Len=0 TSval=3638404032 TSecr=4190694167"
"123","2021-07-01 14:27:55.086343","34.250.197.2","192.168.0.102","TCP","66","[TCP Keep-Alive ACK] 443  >  40452 [ACK] Seq=63 Ack=64 Win=120 Len=0 TSval=4190709273 TSecr=3638373718"
"124","2021-07-01 14:27:59.733536","192.168.0.102","34.250.197.2","TLSv1.2","97","Application Data"
"125","2021-07-01 14:27:59.753174","34.250.197.2","192.168.0.102","TLSv1.2","97","Application Data"
"126","2021-07-01 14:27:59.753759","192.168.0.102","34.250.197.2","TCP","66","40452  >  443 [ACK] Seq=95 Ack=94 Win=1002 Len=0 TSval=3638408719 TSecr=4190713940"
"127","2021-07-01 14:28:03.867113","192.168.0.102","54.194.172.28","TCP","66","[TCP Keep-Alive] 47678  >  443 [ACK] Seq=3067 Ack=5017 Win=1002 Len=0 TSval=3620432891 TSecr=2039232024"
"128","2021-07-01 14:28:03.885917","54.194.172.28","192.168.0.102","TCP","66","[TCP Keep-Alive ACK] 443  >  47678 [ACK] Seq=5017 Ack=3068 Win=183 Len=0 TSval=2039262068 TSecr=3620402868"
"129","2021-07-01 14:28:04.283104","192.168.0.102","54.194.172.28","TCP","66","[TCP Keep-Alive] 47670  >  443 [ACK] Seq=602 Ack=384 Win=1002 Len=0 TSval=3620433307 TSecr=2039247379"
"130","2021-07-01 14:28:04.302642","54.194.172.28","192.168.0.102","TCP","66","[TCP Keep-Alive ACK] 443  >  47670 [ACK] Seq=384 Ack=603 Win=150 Len=0 TSval=2039262484 TSecr=3620403162"
"131","2021-07-01 14:28:04.977100","192.168.0.102","54.194.172.28","TLSv1.2","97","Application Data"
"132","2021-07-01 14:28:04.998889","54.194.172.28","192.168.0.102","TLSv1.2","97","Application Data"
"133","2021-07-01 14:28:04.999267","192.168.0.102","54.194.172.28","TCP","66","47670  >  443 [ACK] Seq=634 Ack=415 Win=1002 Len=0 TSval=3620434024 TSecr=2039263180"
"134","2021-07-01 14:28:14.779231","192.168.0.102","34.250.197.2","TCP","66","[TCP Keep-Alive] 40452  >  443 [ACK] Seq=94 Ack=94 Win=1002 Len=0 TSval=3638423745 TSecr=4190713940"
"135","2021-07-01 14:28:14.797714","34.250.197.2","192.168.0.102","TCP","66","[TCP Keep-Alive ACK] 443  >  40452 [ACK] Seq=94 Ack=95 Win=120 Len=0 TSval=4190728984 TSecr=3638408719"
"136","2021-07-01 14:28:18.510547","192.168.0.102","192.168.0.1","DNS","114","Standard query 0x3833 A c3t5k8kx91jab4.credentials.iot.eu-west-1.amazonaws.com"
"137","2021-07-01 14:28:18.520826","192.168.0.1","192.168.0.102","DNS","162","Standard query response 0x3833 A c3t5k8kx91jab4.credentials.iot.eu-west-1.amazonaws.com A 34.240.140.223 A 54.229.11.201 A 54.246.236.187"
"138","2021-07-01 14:28:18.551804","192.168.0.102","34.240.140.223","TCP","74","39902  >  443 [SYN] Seq=0 Win=65340 Len=0 MSS=1452 SACK_PERM TSval=2861172895 TSecr=0 WS=64"
"139","2021-07-01 14:28:18.559783","192.168.0.102","34.240.140.223","TCP","74","39904  >  443 [SYN] Seq=0 Win=65340 Len=0 MSS=1452 SACK_PERM TSval=2861172903 TSecr=0 WS=64"
"140","2021-07-01 14:28:18.578722","34.240.140.223","192.168.0.102","TCP","74","443  >  39902 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1452 SACK_PERM TSval=2817624244 TSecr=2861172895 WS=256"
"141","2021-07-01 14:28:18.579552","192.168.0.102","34.240.140.223","TCP","66","39902  >  443 [ACK] Seq=1 Ack=1 Win=65344 Len=0 TSval=2861172923 TSecr=2817624244"
"142","2021-07-01 14:28:18.582186","34.240.140.223","192.168.0.102","TCP","74","443  >  39904 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1452 SACK_PERM TSval=2817624248 TSecr=2861172903 WS=256"
"143","2021-07-01 14:28:18.582915","192.168.0.102","34.240.140.223","TCP","66","39904  >  443 [ACK] Seq=1 Ack=1 Win=65344 Len=0 TSval=2861172926 TSecr=2817624248"
"144","2021-07-01 14:28:18.711584","192.168.0.102","34.240.140.223","TLSv1.2","319","Client Hello"
"145","2021-07-01 14:28:18.724014","192.168.0.102","34.240.140.223","TLSv1.2","319","Client Hello"
"146","2021-07-01 14:28:18.734807","34.240.140.223","192.168.0.102","TCP","66","443  >  39904 [ACK] Seq=1 Ack=254 Win=28160 Len=0 TSval=2817624400 TSecr=2861173055"
"147","2021-07-01 14:28:18.737837","34.240.140.223","192.168.0.102","TCP","1506","443  >  39904 [ACK] Seq=1 Ack=254 Win=28160 Len=1440 TSval=2817624403 TSecr=2861173055 [TCP segment of a reassembled PDU]"
"148","2021-07-01 14:28:18.738267","34.240.140.223","192.168.0.102","TCP","1506","443  >  39904 [ACK] Seq=1441 Ack=254 Win=28160 Len=1440 TSval=2817624403 TSecr=2861173055 [TCP segment of a reassembled PDU]"
"149","2021-07-01 14:28:18.738498","34.240.140.223","192.168.0.102","TCP","1506","443  >  39904 [ACK] Seq=2881 Ack=254 Win=28160 Len=1440 TSval=2817624403 TSecr=2861173055 [TCP segment of a reassembled PDU]"
"150","2021-07-01 14:28:18.738638","34.240.140.223","192.168.0.102","TLSv1.2","1089","Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"
"151","2021-07-01 14:28:18.739277","192.168.0.102","34.240.140.223","TCP","66","39904  >  443 [ACK] Seq=254 Ack=1441 Win=64128 Len=0 TSval=2861173083 TSecr=2817624403"
"152","2021-07-01 14:28:18.740580","192.168.0.102","34.240.140.223","TCP","66","39904  >  443 [ACK] Seq=254 Ack=2881 Win=64128 Len=0 TSval=2861173084 TSecr=2817624403"
"153","2021-07-01 14:28:18.741801","192.168.0.102","34.240.140.223","TCP","66","39904  >  443 [ACK] Seq=254 Ack=4321 Win=64128 Len=0 TSval=2861173085 TSecr=2817624403"
"154","2021-07-01 14:28:18.742685","192.168.0.102","34.240.140.223","TCP","66","39904  >  443 [ACK] Seq=254 Ack=5344 Win=64128 Len=0 TSval=2861173086 TSecr=2817624403"
"155","2021-07-01 14:28:18.745115","34.240.140.223","192.168.0.102","TCP","66","443  >  39902 [ACK] Seq=1 Ack=254 Win=28160 Len=0 TSval=2817624411 TSecr=2861173067"
