"No.","Time","Source","Destination","Protocol","Length","Info"
"20","2021-06-30 10:44:22.921026","34.246.111.38","192.168.0.100","TLSv1.2","97","Application Data"
"21","2021-06-30 10:44:22.921481","192.168.0.100","34.246.111.38","TCP","66","57970  >  443 [ACK] Seq=64 Ack=63 Win=1002 Len=0 TSval=1866998510 TSecr=2799880804"
"22","2021-06-30 10:44:23.299354","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=32 Ack=32 Win=6312 Len=0 TSval=2092498360 TSecr=1601450837"
"23","2021-06-30 10:44:23.319004","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=32 Ack=33 Win=425 Len=0 TSval=1601465941 TSecr=2092468164"
"24","2021-06-30 10:44:28.090950","192.168.0.100","34.243.56.134","TLSv1.2","97","Application Data"
"25","2021-06-30 10:44:28.111040","34.243.56.134","192.168.0.100","TLSv1.2","97","Application Data"
"26","2021-06-30 10:44:28.111615","192.168.0.100","34.243.56.134","TCP","66","44420  >  443 [ACK] Seq=64 Ack=63 Win=6312 Len=0 TSval=2092503173 TSecr=1601470733"
"27","2021-06-30 10:44:38.147406","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=63 Ack=63 Win=1002 Len=0 TSval=1867013736 TSecr=2799880804"
"28","2021-06-30 10:44:38.166018","34.246.111.38","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  57970 [ACK] Seq=63 Ack=64 Win=120 Len=0 TSval=2799896049 TSecr=1866998510"
"29","2021-06-30 10:44:43.267390","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=63 Ack=63 Win=6312 Len=0 TSval=2092518329 TSecr=1601470733"
"30","2021-06-30 10:44:43.287250","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=63 Ack=64 Win=425 Len=0 TSval=1601485909 TSecr=2092503173"
"31","2021-06-30 10:44:53.251501","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=63 Ack=63 Win=1002 Len=0 TSval=1867028840 TSecr=2799896049"
"32","2021-06-30 10:44:53.270621","34.246.111.38","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  57970 [ACK] Seq=63 Ack=64 Win=120 Len=0 TSval=2799911153 TSecr=1866998510"
"33","2021-06-30 10:44:57.901460","192.168.0.100","34.246.111.38","TLSv1.2","97","Application Data"
"34","2021-06-30 10:44:57.921687","34.246.111.38","192.168.0.100","TLSv1.2","97","Application Data"
"35","2021-06-30 10:44:57.922187","192.168.0.100","34.246.111.38","TCP","66","57970  >  443 [ACK] Seq=95 Ack=94 Win=1002 Len=0 TSval=1867033511 TSecr=2799915804"
"36","2021-06-30 10:44:58.371393","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=63 Ack=63 Win=6312 Len=0 TSval=2092533433 TSecr=1601485909"
"37","2021-06-30 10:44:58.391088","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=63 Ack=64 Win=425 Len=0 TSval=1601501013 TSecr=2092503173"
"38","2021-06-30 10:45:02.151759","192.168.0.100","192.168.0.1","DNS","102","Standard query 0xda5f A kinesis.eu-west-1.amazonaws.com OPT"
"39","2021-06-30 10:45:02.161855","192.168.0.1","192.168.0.100","DNS","118","Standard query response 0xda5f A kinesis.eu-west-1.amazonaws.com A 99.80.34.132 OPT"
"40","2021-06-30 10:45:02.171086","192.168.0.100","99.80.34.132","TCP","74","55182  >  443 [SYN] Seq=0 Win=65340 Len=0 MSS=1452 SACK_PERM TSval=401051836 TSecr=0 WS=64"
"41","2021-06-30 10:45:02.191665","99.80.34.132","192.168.0.100","TCP","74","443  >  55182 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1452 SACK_PERM TSval=709029883 TSecr=401051836 WS=256"
"42","2021-06-30 10:45:02.192286","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=1 Ack=1 Win=65344 Len=0 TSval=401051857 TSecr=709029883"
"43","2021-06-30 10:45:02.329248","192.168.0.100","99.80.34.132","TLSv1.2","296","Client Hello"
"44","2021-06-30 10:45:02.349067","99.80.34.132","192.168.0.100","TCP","66","443  >  55182 [ACK] Seq=1 Ack=231 Win=28160 Len=0 TSval=709029899 TSecr=401051994"
"45","2021-06-30 10:45:02.349103","99.80.34.132","192.168.0.100","TLSv1.2","162","Server Hello"
"46","2021-06-30 10:45:02.349496","99.80.34.132","192.168.0.100","TCP","1448","443  >  55182 [ACK] Seq=97 Ack=231 Win=28160 Len=1382 TSval=709029899 TSecr=401051994 [TCP segment of a reassembled PDU]"
"47","2021-06-30 10:45:02.349731","99.80.34.132","192.168.0.100","TCP","1448","443  >  55182 [ACK] Seq=1479 Ack=231 Win=28160 Len=1382 TSval=709029899 TSecr=401051994 [TCP segment of a reassembled PDU]"
"48","2021-06-30 10:45:02.349733","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=231 Ack=97 Win=65280 Len=0 TSval=401052015 TSecr=709029899"
"49","2021-06-30 10:45:02.349913","99.80.34.132","192.168.0.100","TCP","1448","443  >  55182 [ACK] Seq=2861 Ack=231 Win=28160 Len=1382 TSval=709029899 TSecr=401051994 [TCP segment of a reassembled PDU]"
"50","2021-06-30 10:45:02.350047","99.80.34.132","192.168.0.100","TLSv1.2","932","Certificate"
"51","2021-06-30 10:45:02.350050","99.80.34.132","192.168.0.100","TLSv1.2","404","Server Key Exchange"
"52","2021-06-30 10:45:02.350051","99.80.34.132","192.168.0.100","TLSv1.2","75","Server Hello Done"
"53","2021-06-30 10:45:02.350824","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=231 Ack=1479 Win=64128 Len=0 TSval=401052016 TSecr=709029899"
"54","2021-06-30 10:45:02.352163","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=231 Ack=2861 Win=63680 Len=0 TSval=401052017 TSecr=709029899"
"55","2021-06-30 10:45:02.353364","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=231 Ack=4243 Win=62784 Len=0 TSval=401052018 TSecr=709029899"
"56","2021-06-30 10:45:02.354054","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=231 Ack=5109 Win=61952 Len=0 TSval=401052019 TSecr=709029899"
"57","2021-06-30 10:45:02.354200","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=231 Ack=5447 Win=61632 Len=0 TSval=401052019 TSecr=709029899"
"58","2021-06-30 10:45:02.354259","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=231 Ack=5456 Win=61632 Len=0 TSval=401052019 TSecr=709029899"
"59","2021-06-30 10:45:02.482016","192.168.0.100","192.168.0.102","MDNS","286","Standard query response 0x0000 PTR Hive Bridge (RCR-663)._hap._tcp.local SRV, cache flush 0 0 9124 rcr-663.local TXT, cache flush A, cache flush 169.254.22.150 A, cache flush 192.168.0.100 AAAA, cache flush fe80::21c:2bff:fe1a:6395"
"60","2021-06-30 10:45:02.817086","192.168.0.100","99.80.34.132","TLSv1.2","141","Client Key Exchange"
"61","2021-06-30 10:45:02.836093","99.80.34.132","192.168.0.100","TCP","66","443  >  55182 [ACK] Seq=5456 Ack=306 Win=28160 Len=0 TSval=709029948 TSecr=401052482"
"62","2021-06-30 10:45:02.944565","192.168.0.100","99.80.34.132","TLSv1.2","72","Change Cipher Spec"
"63","2021-06-30 10:45:02.948890","192.168.0.100","99.80.34.132","TLSv1.2","135","Encrypted Handshake Message"
"64","2021-06-30 10:45:02.964239","99.80.34.132","192.168.0.100","TCP","66","443  >  55182 [ACK] Seq=5456 Ack=312 Win=28160 Len=0 TSval=709029960 TSecr=401052610"
"65","2021-06-30 10:45:02.967996","99.80.34.132","192.168.0.100","TCP","66","443  >  55182 [ACK] Seq=5456 Ack=381 Win=28160 Len=0 TSval=709029961 TSecr=401052614"
"66","2021-06-30 10:45:02.968044","99.80.34.132","192.168.0.100","TLSv1.2","72","Change Cipher Spec"
"67","2021-06-30 10:45:02.968047","99.80.34.132","192.168.0.100","TLSv1.2","135","Encrypted Handshake Message"
"68","2021-06-30 10:45:02.968158","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=381 Ack=5462 Win=64128 Len=0 TSval=401052633 TSecr=709029961"
"69","2021-06-30 10:45:02.968283","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=381 Ack=5531 Win=64128 Len=0 TSval=401052633 TSecr=709029961"
"70","2021-06-30 10:45:02.987240","192.168.0.100","99.80.34.132","TCP","1506","55182  >  443 [ACK] Seq=381 Ack=5531 Win=64128 Len=1440 TSval=401052651 TSecr=709029961 [TCP segment of a reassembled PDU]"
"71","2021-06-30 10:45:02.987268","192.168.0.100","99.80.34.132","TLSv1.2","183","Application Data"
"72","2021-06-30 10:45:03.007829","99.80.34.132","192.168.0.100","TCP","66","443  >  55182 [ACK] Seq=5531 Ack=1938 Win=30976 Len=0 TSval=709029965 TSecr=401052651"
"73","2021-06-30 10:45:03.017591","99.80.34.132","192.168.0.100","TLSv1.2","407","Application Data"
"74","2021-06-30 10:45:03.017596","99.80.34.132","192.168.0.100","TLSv1.2","247","Application Data"
"75","2021-06-30 10:45:03.022782","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=1938 Ack=6053 Win=64128 Len=0 TSval=401052688 TSecr=709029966"
"76","2021-06-30 10:45:03.082880","192.168.0.100","34.243.56.134","TLSv1.2","97","Application Data"
"77","2021-06-30 10:45:03.102827","34.243.56.134","192.168.0.100","TLSv1.2","97","Application Data"
"78","2021-06-30 10:45:03.103520","192.168.0.100","34.243.56.134","TCP","66","44420  >  443 [ACK] Seq=95 Ack=94 Win=6312 Len=0 TSval=2092538165 TSecr=1601505725"
"79","2021-06-30 10:45:09.018675","99.80.34.132","192.168.0.100","TLSv1.2","119","Encrypted Alert"
"80","2021-06-30 10:45:09.059511","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=1938 Ack=6106 Win=64128 Len=0 TSval=401058724 TSecr=709030566"
"81","2021-06-30 10:45:11.017099","99.80.34.132","192.168.0.100","TCP","66","443  >  55182 [FIN, ACK] Seq=6106 Ack=1938 Win=30976 Len=0 TSval=709030766 TSecr=401058724"
"82","2021-06-30 10:45:11.059536","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [ACK] Seq=1938 Ack=6107 Win=64128 Len=0 TSval=401060724 TSecr=709030766"
"83","2021-06-30 10:45:12.963403","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=94 Ack=94 Win=1002 Len=0 TSval=1867048553 TSecr=2799915804"
"84","2021-06-30 10:45:12.981946","34.246.111.38","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  57970 [ACK] Seq=94 Ack=95 Win=120 Len=0 TSval=2799930864 TSecr=1867033511"
"85","2021-06-30 10:45:18.339413","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=94 Ack=94 Win=6312 Len=0 TSval=2092553402 TSecr=1601505725"
"86","2021-06-30 10:45:18.359532","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=94 Ack=95 Win=425 Len=0 TSval=1601520981 TSecr=2092538165"
"87","2021-06-30 10:45:28.067597","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=94 Ack=94 Win=1002 Len=0 TSval=1867063657 TSecr=2799930864"
"88","2021-06-30 10:45:28.086748","34.246.111.38","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  57970 [ACK] Seq=94 Ack=95 Win=120 Len=0 TSval=2799945968 TSecr=1867033511"
"89","2021-06-30 10:45:32.901764","192.168.0.100","34.246.111.38","TLSv1.2","97","Application Data"
"90","2021-06-30 10:45:32.921343","34.246.111.38","192.168.0.100","TLSv1.2","97","Application Data"
"91","2021-06-30 10:45:32.921806","192.168.0.100","34.246.111.38","TCP","66","57970  >  443 [ACK] Seq=126 Ack=125 Win=1002 Len=0 TSval=1867068511 TSecr=2799950803"
"92","2021-06-30 10:45:33.443622","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=94 Ack=94 Win=6312 Len=0 TSval=2092568506 TSecr=1601520981"
"93","2021-06-30 10:45:33.464228","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=94 Ack=95 Win=425 Len=0 TSval=1601536085 TSecr=2092538165"
"94","2021-06-30 10:45:38.082620","192.168.0.100","34.243.56.134","TLSv1.2","97","Application Data"
"95","2021-06-30 10:45:38.102734","34.243.56.134","192.168.0.100","TLSv1.2","97","Application Data"
"96","2021-06-30 10:45:38.103223","192.168.0.100","34.243.56.134","TCP","66","44420  >  443 [ACK] Seq=126 Ack=125 Win=6312 Len=0 TSval=2092573166 TSecr=1601540724"
"97","2021-06-30 10:45:48.035661","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=125 Ack=125 Win=1002 Len=0 TSval=1867083625 TSecr=2799950803"
"98","2021-06-30 10:45:48.054224","34.246.111.38","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  57970 [ACK] Seq=125 Ack=126 Win=120 Len=0 TSval=2799965935 TSecr=1867068511"
"99","2021-06-30 10:45:53.155548","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=125 Ack=125 Win=6312 Len=0 TSval=2092588218 TSecr=1601540724"
"100","2021-06-30 10:45:53.175589","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=125 Ack=126 Win=425 Len=0 TSval=1601555797 TSecr=2092573166"
"101","2021-06-30 10:46:03.139553","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=125 Ack=125 Win=1002 Len=0 TSval=1867098730 TSecr=2799965935"
"102","2021-06-30 10:46:03.158602","34.246.111.38","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  57970 [ACK] Seq=125 Ack=126 Win=120 Len=0 TSval=2799981039 TSecr=1867068511"
"103","2021-06-30 10:46:07.901965","192.168.0.100","34.246.111.38","TLSv1.2","97","Application Data"
"104","2021-06-30 10:46:07.921731","34.246.111.38","192.168.0.100","TLSv1.2","97","Application Data"
"105","2021-06-30 10:46:07.922159","192.168.0.100","34.246.111.38","TCP","66","57970  >  443 [ACK] Seq=157 Ack=156 Win=1002 Len=0 TSval=1867103512 TSecr=2799985802"
"106","2021-06-30 10:46:08.259608","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=125 Ack=125 Win=6312 Len=0 TSval=2092603323 TSecr=1601555797"
"107","2021-06-30 10:46:08.280453","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=125 Ack=126 Win=425 Len=0 TSval=1601570902 TSecr=2092573166"
"108","2021-06-30 10:46:13.082947","192.168.0.100","34.243.56.134","TLSv1.2","97","Application Data"
"109","2021-06-30 10:46:13.103773","34.243.56.134","192.168.0.100","TLSv1.2","97","Application Data"
"110","2021-06-30 10:46:13.104229","192.168.0.100","34.243.56.134","TCP","66","44420  >  443 [ACK] Seq=157 Ack=156 Win=6312 Len=0 TSval=2092608167 TSecr=1601575725"
"111","2021-06-30 10:46:23.107666","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=156 Ack=156 Win=1002 Len=0 TSval=1867118698 TSecr=2799985802"
"112","2021-06-30 10:46:23.126360","34.246.111.38","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  57970 [ACK] Seq=156 Ack=157 Win=120 Len=0 TSval=2800001006 TSecr=1867103512"
"113","2021-06-30 10:46:28.227809","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=156 Ack=156 Win=6312 Len=0 TSval=2092623291 TSecr=1601575725"
"114","2021-06-30 10:46:28.247698","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=156 Ack=157 Win=425 Len=0 TSval=1601590869 TSecr=2092608167"
"115","2021-06-30 10:46:38.211820","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=156 Ack=156 Win=1002 Len=0 TSval=1867133802 TSecr=2800001006"
"116","2021-06-30 10:46:38.235631","34.246.111.38","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  57970 [ACK] Seq=156 Ack=157 Win=120 Len=0 TSval=2800016110 TSecr=1867103512"
"117","2021-06-30 10:46:42.902100","192.168.0.100","34.246.111.38","TLSv1.2","97","Application Data"
"118","2021-06-30 10:46:42.921346","34.246.111.38","192.168.0.100","TLSv1.2","97","Application Data"
"119","2021-06-30 10:46:42.921595","192.168.0.100","34.246.111.38","TCP","66","57970  >  443 [ACK] Seq=188 Ack=187 Win=1002 Len=0 TSval=1867138512 TSecr=2800020801"
"120","2021-06-30 10:46:43.331847","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=156 Ack=156 Win=6312 Len=0 TSval=2092638395 TSecr=1601590869"
"121","2021-06-30 10:46:43.351574","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=156 Ack=157 Win=425 Len=0 TSval=1601605973 TSecr=2092608167"
"122","2021-06-30 10:46:48.082960","192.168.0.100","34.243.56.134","TLSv1.2","97","Application Data"
"123","2021-06-30 10:46:48.103189","34.243.56.134","192.168.0.100","TLSv1.2","97","Application Data"
"124","2021-06-30 10:46:48.103644","192.168.0.100","34.243.56.134","TCP","66","44420  >  443 [ACK] Seq=188 Ack=187 Win=6312 Len=0 TSval=2092643168 TSecr=1601610725"
"125","2021-06-30 10:46:57.923810","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=187 Ack=187 Win=1002 Len=0 TSval=1867153515 TSecr=2800020801"
"126","2021-06-30 10:46:57.942683","34.246.111.38","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  57970 [ACK] Seq=187 Ack=188 Win=120 Len=0 TSval=2800035822 TSecr=1867138512"
"127","2021-06-30 10:47:01.824176","192.168.0.100","99.80.34.132","TLSv1.2","119","Encrypted Alert"
"128","2021-06-30 10:47:01.826947","192.168.0.100","99.80.34.132","TCP","66","55182  >  443 [RST, ACK] Seq=1991 Ack=6107 Win=64128 Len=0 TSval=401171494 TSecr=709030766"
"129","2021-06-30 10:47:03.299952","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=187 Ack=187 Win=6312 Len=0 TSval=2092658364 TSecr=1601610725"
"130","2021-06-30 10:47:03.319506","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=187 Ack=188 Win=425 Len=0 TSval=1601625941 TSecr=2092643168"
"131","2021-06-30 10:47:13.027938","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=187 Ack=187 Win=1002 Len=0 TSval=1867168619 TSecr=2800035822"
"132","2021-06-30 10:47:13.057224","34.246.111.38","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  57970 [ACK] Seq=187 Ack=188 Win=120 Len=0 TSval=2800050926 TSecr=1867138512"
"133","2021-06-30 10:47:17.902159","192.168.0.100","34.246.111.38","TLSv1.2","97","Application Data"
"134","2021-06-30 10:47:17.922226","34.246.111.38","192.168.0.100","TLSv1.2","97","Application Data"
"135","2021-06-30 10:47:17.922489","192.168.0.100","34.246.111.38","TCP","66","57970  >  443 [ACK] Seq=219 Ack=218 Win=1002 Len=0 TSval=1867173514 TSecr=2800055801"
"136","2021-06-30 10:47:18.404042","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=187 Ack=187 Win=6312 Len=0 TSval=2092673468 TSecr=1601625941"
"137","2021-06-30 10:47:18.424262","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=187 Ack=188 Win=425 Len=0 TSval=1601641045 TSecr=2092643168"
"138","2021-06-30 10:47:23.083143","192.168.0.100","34.243.56.134","TLSv1.2","97","Application Data"
"139","2021-06-30 10:47:23.103930","34.243.56.134","192.168.0.100","TLSv1.2","97","Application Data"
"140","2021-06-30 10:47:23.104213","192.168.0.100","34.243.56.134","TCP","66","44420  >  443 [ACK] Seq=219 Ack=218 Win=6312 Len=0 TSval=2092678169 TSecr=1601645725"
"141","2021-06-30 10:47:32.996171","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=218 Ack=218 Win=1002 Len=0 TSval=1867188588 TSecr=2800055801"
"142","2021-06-30 10:47:33.014826","34.246.111.38","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  57970 [ACK] Seq=218 Ack=219 Win=120 Len=0 TSval=2800070893 TSecr=1867173514"
"143","2021-06-30 10:47:38.115866","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=218 Ack=218 Win=6312 Len=0 TSval=2092693181 TSecr=1601645725"
"144","2021-06-30 10:47:38.135408","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=218 Ack=219 Win=425 Len=0 TSval=1601660757 TSecr=2092678169"
"145","2021-06-30 10:47:48.100135","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=218 Ack=218 Win=1002 Len=0 TSval=1867203692 TSecr=2800070893"
"146","2021-06-30 10:47:48.118789","34.246.111.38","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  57970 [ACK] Seq=218 Ack=219 Win=120 Len=0 TSval=2800085997 TSecr=1867173514"
"147","2021-06-30 10:47:52.902312","192.168.0.100","34.246.111.38","TLSv1.2","97","Application Data"
"148","2021-06-30 10:47:52.922183","34.246.111.38","192.168.0.100","TLSv1.2","97","Application Data"
"149","2021-06-30 10:47:52.922670","192.168.0.100","34.246.111.38","TCP","66","57970  >  443 [ACK] Seq=250 Ack=249 Win=1002 Len=0 TSval=1867208514 TSecr=2800090799"
"150","2021-06-30 10:47:53.219964","192.168.0.100","34.243.56.134","TCP","66","[TCP Keep-Alive] 44420  >  443 [ACK] Seq=218 Ack=218 Win=6312 Len=0 TSval=2092708285 TSecr=1601660757"
"151","2021-06-30 10:47:53.239769","34.243.56.134","192.168.0.100","TCP","66","[TCP Keep-Alive ACK] 443  >  44420 [ACK] Seq=218 Ack=219 Win=425 Len=0 TSval=1601675861 TSecr=2092678169"
"152","2021-06-30 10:47:58.083452","192.168.0.100","34.243.56.134","TLSv1.2","97","Application Data"
"153","2021-06-30 10:47:58.106395","34.243.56.134","192.168.0.100","TLSv1.2","97","Application Data"
"154","2021-06-30 10:47:58.106798","192.168.0.100","34.243.56.134","TCP","66","44420  >  443 [ACK] Seq=250 Ack=249 Win=6312 Len=0 TSval=2092713172 TSecr=1601680725"
"155","2021-06-30 10:48:08.067986","192.168.0.100","34.246.111.38","TCP","66","[TCP Keep-Alive] 57970  >  443 [ACK] Seq=249 Ack=249 Win=1002 Len=0 TSval=1867223660 TSecr=2800090799"
