"No.","Time","Source","Destination","Protocol","Length","Info"
"69","2021-03-30 09:40:32.113920","192.168.0.101","99.80.34.167","TCP","66","42636  >  443 [ACK] Seq=231 Ack=5000 Win=62016 Len=0 TSval=806784473 TSecr=244398081"
"70","2021-03-30 09:40:32.114216","192.168.0.101","99.80.34.167","TCP","66","42636  >  443 [ACK] Seq=231 Ack=5338 Win=61696 Len=0 TSval=806784474 TSecr=244398081"
"71","2021-03-30 09:40:32.114269","192.168.0.101","99.80.34.167","TCP","66","42636  >  443 [ACK] Seq=231 Ack=5347 Win=61696 Len=0 TSval=806784474 TSecr=244398081"
"72","2021-03-30 09:40:32.599973","192.168.0.101","99.80.34.167","TLSv1.2","141","Client Key Exchange"
"73","2021-03-30 09:40:32.619131","99.80.34.167","192.168.0.101","TCP","66","443  >  42636 [ACK] Seq=5347 Ack=306 Win=29952 Len=0 TSval=244398132 TSecr=806784959"
"74","2021-03-30 09:40:32.813894","192.168.0.101","99.80.34.167","TLSv1.2","72","Change Cipher Spec"
"75","2021-03-30 09:40:32.823572","192.168.0.101","99.80.34.167","TLSv1.2","135","Encrypted Handshake Message"
"76","2021-03-30 09:40:32.832841","99.80.34.167","192.168.0.101","TCP","66","443  >  42636 [ACK] Seq=5347 Ack=312 Win=29952 Len=0 TSval=244398154 TSecr=806785173"
"77","2021-03-30 09:40:32.842847","99.80.34.167","192.168.0.101","TCP","66","443  >  42636 [ACK] Seq=5347 Ack=381 Win=29952 Len=0 TSval=244398155 TSecr=806785183"
"78","2021-03-30 09:40:32.842886","99.80.34.167","192.168.0.101","TLSv1.2","72","Change Cipher Spec"
"79","2021-03-30 09:40:32.842890","99.80.34.167","192.168.0.101","TLSv1.2","135","Encrypted Handshake Message"
"80","2021-03-30 09:40:32.843449","192.168.0.101","99.80.34.167","TCP","66","42636  >  443 [ACK] Seq=381 Ack=5353 Win=64128 Len=0 TSval=806785203 TSecr=244398155"
"81","2021-03-30 09:40:32.843487","192.168.0.101","99.80.34.167","TCP","66","42636  >  443 [ACK] Seq=381 Ack=5422 Win=64128 Len=0 TSval=806785203 TSecr=244398155"
"82","2021-03-30 09:40:32.927775","192.168.0.101","99.80.34.167","TCP","1506","42636  >  443 [ACK] Seq=381 Ack=5422 Win=64128 Len=1440 TSval=806785286 TSecr=244398155 [TCP segment of a reassembled PDU]"
"83","2021-03-30 09:40:32.927816","192.168.0.101","99.80.34.167","TLSv1.2","167","Application Data"
"84","2021-03-30 09:40:32.947620","99.80.34.167","192.168.0.101","TCP","66","443  >  42636 [ACK] Seq=5422 Ack=1922 Win=33024 Len=0 TSval=244398165 TSecr=806785286"
"85","2021-03-30 09:40:32.959440","99.80.34.167","192.168.0.101","TLSv1.2","407","Application Data"
"86","2021-03-30 09:40:32.959444","99.80.34.167","192.168.0.101","TLSv1.2","247","Application Data"
"87","2021-03-30 09:40:32.960327","192.168.0.101","99.80.34.167","TCP","66","42636  >  443 [ACK] Seq=1922 Ack=5763 Win=64128 Len=0 TSval=806785320 TSecr=244398166"
"88","2021-03-30 09:40:32.960364","192.168.0.101","99.80.34.167","TCP","66","42636  >  443 [ACK] Seq=1922 Ack=5944 Win=64128 Len=0 TSval=806785320 TSecr=244398166"
"89","2021-03-30 09:40:33.393668","192.168.0.101","52.210.184.200","TLSv1.2","645","Application Data"
"90","2021-03-30 09:40:33.426119","52.210.184.200","192.168.0.101","TLSv1.2","99","Application Data"
"91","2021-03-30 09:40:33.426716","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=1471 Ack=160 Win=8022 Len=0 TSval=3280911981 TSecr=4095908581"
"92","2021-03-30 09:40:33.708440","192.168.0.101","52.210.184.200","TLSv1.2","644","Application Data"
"93","2021-03-30 09:40:33.738620","52.210.184.200","192.168.0.101","TLSv1.2","99","Application Data"
"94","2021-03-30 09:40:33.739237","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=2049 Ack=193 Win=8022 Len=0 TSval=3280912293 TSecr=4095908893"
"95","2021-03-30 09:40:34.238475","192.168.0.101","52.210.184.200","TLSv1.2","422","Application Data"
"96","2021-03-30 09:40:34.270170","52.210.184.200","192.168.0.101","TLSv1.2","99","Application Data"
"97","2021-03-30 09:40:34.270789","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=2405 Ack=226 Win=8022 Len=0 TSval=3280912825 TSecr=4095909425"
"98","2021-03-30 09:40:34.317957","192.168.0.101","52.210.184.200","TLSv1.2","545","Application Data"
"99","2021-03-30 09:40:34.347653","52.210.184.200","192.168.0.101","TLSv1.2","99","Application Data"
"100","2021-03-30 09:40:34.348401","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=2884 Ack=259 Win=8022 Len=0 TSval=3280912903 TSecr=4095909502"
"101","2021-03-30 09:40:34.455510","192.168.0.101","99.80.34.167","TCP","74","42638  >  443 [SYN] Seq=0 Win=65340 Len=0 MSS=1452 SACK_PERM TSval=806786807 TSecr=0 WS=64"
"102","2021-03-30 09:40:34.476064","99.80.34.167","192.168.0.101","TCP","74","443  >  42638 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1452 SACK_PERM TSval=241246358 TSecr=806786807 WS=256"
"103","2021-03-30 09:40:34.476687","192.168.0.101","99.80.34.167","TCP","66","42638  >  443 [ACK] Seq=1 Ack=1 Win=65344 Len=0 TSval=806786836 TSecr=241246358"
"104","2021-03-30 09:40:34.575569","192.168.0.101","99.80.34.167","TLSv1.2","296","Client Hello"
"105","2021-03-30 09:40:34.595723","99.80.34.167","192.168.0.101","TCP","66","443  >  42638 [ACK] Seq=1 Ack=231 Win=29952 Len=0 TSval=241246412 TSecr=806786935"
"106","2021-03-30 09:40:34.595776","99.80.34.167","192.168.0.101","TLSv1.2","162","Server Hello"
"107","2021-03-30 09:40:34.596132","99.80.34.167","192.168.0.101","TCP","1294","443  >  42638 [ACK] Seq=97 Ack=231 Win=29952 Len=1228 TSval=241246412 TSecr=806786935 [TCP segment of a reassembled PDU]"
"108","2021-03-30 09:40:34.596293","99.80.34.167","192.168.0.101","TCP","1294","443  >  42638 [ACK] Seq=1325 Ack=231 Win=29952 Len=1228 TSval=241246412 TSecr=806786935 [TCP segment of a reassembled PDU]"
"109","2021-03-30 09:40:34.596376","99.80.34.167","192.168.0.101","TCP","1294","443  >  42638 [ACK] Seq=2553 Ack=231 Win=29952 Len=1228 TSval=241246412 TSecr=806786935 [TCP segment of a reassembled PDU]"
"110","2021-03-30 09:40:34.596378","192.168.0.101","99.80.34.167","TCP","66","42638  >  443 [ACK] Seq=231 Ack=97 Win=65280 Len=0 TSval=806786956 TSecr=241246412"
"111","2021-03-30 09:40:34.596558","99.80.34.167","192.168.0.101","TLSv1.2","1285","Certificate"
"112","2021-03-30 09:40:34.596560","99.80.34.167","192.168.0.101","TLSv1.2","404","Server Key Exchange"
"113","2021-03-30 09:40:34.596562","99.80.34.167","192.168.0.101","TLSv1.2","75","Server Hello Done"
"114","2021-03-30 09:40:34.597323","192.168.0.101","99.80.34.167","TCP","66","42638  >  443 [ACK] Seq=231 Ack=1325 Win=64128 Len=0 TSval=806786957 TSecr=241246412"
"115","2021-03-30 09:40:34.598389","192.168.0.101","99.80.34.167","TCP","66","42638  >  443 [ACK] Seq=231 Ack=2553 Win=63680 Len=0 TSval=806786958 TSecr=241246412"
"116","2021-03-30 09:40:34.599499","192.168.0.101","99.80.34.167","TCP","66","42638  >  443 [ACK] Seq=231 Ack=3781 Win=62784 Len=0 TSval=806786959 TSecr=241246412"
"117","2021-03-30 09:40:34.600490","192.168.0.101","99.80.34.167","TCP","66","42638  >  443 [ACK] Seq=231 Ack=5000 Win=61888 Len=0 TSval=806786960 TSecr=241246412"
"118","2021-03-30 09:40:34.600717","192.168.0.101","99.80.34.167","TCP","66","42638  >  443 [ACK] Seq=231 Ack=5338 Win=61568 Len=0 TSval=806786960 TSecr=241246412"
"119","2021-03-30 09:40:34.600759","192.168.0.101","99.80.34.167","TCP","66","42638  >  443 [ACK] Seq=231 Ack=5347 Win=61568 Len=0 TSval=806786960 TSecr=241246412"
"120","2021-03-30 09:40:34.938142","192.168.0.101","99.80.34.167","TLSv1.2","141","Client Key Exchange"
"121","2021-03-30 09:40:34.957609","99.80.34.167","192.168.0.101","TCP","66","443  >  42638 [ACK] Seq=5347 Ack=306 Win=29952 Len=0 TSval=241246448 TSecr=806787297"
"122","2021-03-30 09:40:35.160506","192.168.0.101","99.80.34.167","TLSv1.2","72","Change Cipher Spec"
"123","2021-03-30 09:40:35.169214","192.168.0.101","99.80.34.167","TLSv1.2","135","Encrypted Handshake Message"
"124","2021-03-30 09:40:35.179829","99.80.34.167","192.168.0.101","TCP","66","443  >  42638 [ACK] Seq=5347 Ack=312 Win=29952 Len=0 TSval=241246470 TSecr=806787520"
"125","2021-03-30 09:40:35.188891","99.80.34.167","192.168.0.101","TCP","66","443  >  42638 [ACK] Seq=5347 Ack=381 Win=29952 Len=0 TSval=241246471 TSecr=806787528"
"126","2021-03-30 09:40:35.188948","99.80.34.167","192.168.0.101","TLSv1.2","72","Change Cipher Spec"
"127","2021-03-30 09:40:35.188953","99.80.34.167","192.168.0.101","TLSv1.2","135","Encrypted Handshake Message"
"128","2021-03-30 09:40:35.189475","192.168.0.101","99.80.34.167","TCP","66","42638  >  443 [ACK] Seq=381 Ack=5353 Win=64128 Len=0 TSval=806787549 TSecr=241246471"
"129","2021-03-30 09:40:35.189515","192.168.0.101","99.80.34.167","TCP","66","42638  >  443 [ACK] Seq=381 Ack=5422 Win=64128 Len=0 TSval=806787549 TSecr=241246471"
"130","2021-03-30 09:40:35.209724","192.168.0.101","99.80.34.167","TCP","1506","42638  >  443 [ACK] Seq=381 Ack=5422 Win=64128 Len=1440 TSval=806787568 TSecr=241246471 [TCP segment of a reassembled PDU]"
"131","2021-03-30 09:40:35.209765","192.168.0.101","99.80.34.167","TLSv1.2","167","Application Data"
"132","2021-03-30 09:40:35.229660","99.80.34.167","192.168.0.101","TCP","66","443  >  42638 [ACK] Seq=5422 Ack=1922 Win=33024 Len=0 TSval=241246475 TSecr=806787568"
"133","2021-03-30 09:40:35.238220","99.80.34.167","192.168.0.101","TLSv1.2","407","Application Data"
"134","2021-03-30 09:40:35.238262","99.80.34.167","192.168.0.101","TLSv1.2","247","Application Data"
"135","2021-03-30 09:40:35.242855","192.168.0.101","99.80.34.167","TCP","66","42638  >  443 [ACK] Seq=1922 Ack=5944 Win=64128 Len=0 TSval=806787602 TSecr=241246476"
"136","2021-03-30 09:40:35.333104","192.168.0.101","99.80.34.167","TCP","74","42640  >  443 [SYN] Seq=0 Win=65340 Len=0 MSS=1452 SACK_PERM TSval=806787692 TSecr=0 WS=64"
"137","2021-03-30 09:40:35.353521","99.80.34.167","192.168.0.101","TCP","74","443  >  42640 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1452 SACK_PERM TSval=245438230 TSecr=806787692 WS=256"
"138","2021-03-30 09:40:35.354211","192.168.0.101","99.80.34.167","TCP","66","42640  >  443 [ACK] Seq=1 Ack=1 Win=65344 Len=0 TSval=806787714 TSecr=245438230"
"139","2021-03-30 09:40:35.385405","192.168.0.101","99.80.34.167","TLSv1.2","296","Client Hello"
"140","2021-03-30 09:40:35.405280","99.80.34.167","192.168.0.101","TCP","66","443  >  42640 [ACK] Seq=1 Ack=231 Win=29952 Len=0 TSval=245438278 TSecr=806787745"
"141","2021-03-30 09:40:35.405322","99.80.34.167","192.168.0.101","TLSv1.2","162","Server Hello"
"142","2021-03-30 09:40:35.405684","99.80.34.167","192.168.0.101","TCP","1294","443  >  42640 [ACK] Seq=97 Ack=231 Win=29952 Len=1228 TSval=245438278 TSecr=806787745 [TCP segment of a reassembled PDU]"
"143","2021-03-30 09:40:35.405741","99.80.34.167","192.168.0.101","TCP","1294","443  >  42640 [ACK] Seq=1325 Ack=231 Win=29952 Len=1228 TSval=245438278 TSecr=806787745 [TCP segment of a reassembled PDU]"
"144","2021-03-30 09:40:35.405821","99.80.34.167","192.168.0.101","TCP","1294","443  >  42640 [ACK] Seq=2553 Ack=231 Win=29952 Len=1228 TSval=245438278 TSecr=806787745 [TCP segment of a reassembled PDU]"
"145","2021-03-30 09:40:35.405824","192.168.0.101","99.80.34.167","TCP","66","42640  >  443 [ACK] Seq=231 Ack=97 Win=65280 Len=0 TSval=806787765 TSecr=245438278"
"146","2021-03-30 09:40:35.406061","99.80.34.167","192.168.0.101","TLSv1.2","1285","Certificate"
"147","2021-03-30 09:40:35.406088","99.80.34.167","192.168.0.101","TLSv1.2","404","Server Key Exchange"
"148","2021-03-30 09:40:35.406091","99.80.34.167","192.168.0.101","TLSv1.2","75","Server Hello Done"
"149","2021-03-30 09:40:35.406984","192.168.0.101","99.80.34.167","TCP","66","42640  >  443 [ACK] Seq=231 Ack=1325 Win=64128 Len=0 TSval=806787766 TSecr=245438278"
"150","2021-03-30 09:40:35.408127","192.168.0.101","99.80.34.167","TCP","66","42640  >  443 [ACK] Seq=231 Ack=2553 Win=63680 Len=0 TSval=806787767 TSecr=245438278"
"151","2021-03-30 09:40:35.409088","192.168.0.101","99.80.34.167","TCP","66","42640  >  443 [ACK] Seq=231 Ack=3781 Win=62784 Len=0 TSval=806787769 TSecr=245438278"
"152","2021-03-30 09:40:35.410152","192.168.0.101","99.80.34.167","TCP","66","42640  >  443 [ACK] Seq=231 Ack=5000 Win=61568 Len=0 TSval=806787770 TSecr=245438278"
"153","2021-03-30 09:40:35.410191","192.168.0.101","99.80.34.167","TCP","66","42640  >  443 [ACK] Seq=231 Ack=5338 Win=61248 Len=0 TSval=806787770 TSecr=245438278"
"154","2021-03-30 09:40:35.410242","192.168.0.101","99.80.34.167","TCP","66","42640  >  443 [ACK] Seq=231 Ack=5347 Win=61248 Len=0 TSval=806787770 TSecr=245438278"
"155","2021-03-30 09:40:35.546388","192.168.0.101","99.80.34.167","TLSv1.2","141","Client Key Exchange"
"156","2021-03-30 09:40:35.565993","99.80.34.167","192.168.0.101","TCP","66","443  >  42640 [ACK] Seq=5347 Ack=306 Win=29952 Len=0 TSval=245438294 TSecr=806787906"
"157","2021-03-30 09:40:35.623899","192.168.0.101","99.80.34.167","TLSv1.2","72","Change Cipher Spec"
"158","2021-03-30 09:40:35.628215","192.168.0.101","99.80.34.167","TLSv1.2","135","Encrypted Handshake Message"
"159","2021-03-30 09:40:35.642647","99.80.34.167","192.168.0.101","TCP","66","443  >  42640 [ACK] Seq=5347 Ack=312 Win=29952 Len=0 TSval=245438302 TSecr=806787983"
"160","2021-03-30 09:40:35.647860","99.80.34.167","192.168.0.101","TCP","66","443  >  42640 [ACK] Seq=5347 Ack=381 Win=29952 Len=0 TSval=245438302 TSecr=806787987"
"161","2021-03-30 09:40:35.647898","99.80.34.167","192.168.0.101","TLSv1.2","72","Change Cipher Spec"
"162","2021-03-30 09:40:35.647903","99.80.34.167","192.168.0.101","TLSv1.2","135","Encrypted Handshake Message"
"163","2021-03-30 09:40:35.648081","192.168.0.101","99.80.34.167","TCP","66","42640  >  443 [ACK] Seq=381 Ack=5353 Win=64128 Len=0 TSval=806788008 TSecr=245438302"
"164","2021-03-30 09:40:35.648202","192.168.0.101","99.80.34.167","TCP","66","42640  >  443 [ACK] Seq=381 Ack=5422 Win=64128 Len=0 TSval=806788008 TSecr=245438302"
"165","2021-03-30 09:40:35.659474","192.168.0.101","99.80.34.167","TCP","1506","42640  >  443 [ACK] Seq=381 Ack=5422 Win=64128 Len=1440 TSval=806788018 TSecr=245438302 [TCP segment of a reassembled PDU]"
"166","2021-03-30 09:40:35.659516","192.168.0.101","99.80.34.167","TLSv1.2","199","Application Data"
